Kolumna1	Kolumna2	Kolumna3	Kolumna4	kg_trans	ilosc_kg	przed_przecena	PO_PRZECENIE	rabaty_suma	czy_wystepuje_rabat						
22/04/2022	Jonagold	Z	054-09-46-315	266	6034	904,4	904,4	0	0						
27/04/2022	Jonagold	Z	054-09-46-315	467	6501	1587,8	1587,8	0	0						
05/05/2022	Gala	Z	054-09-46-315	548	7049	1863,2	1863,2	0	0						
07/05/2022	Alwa	Z	054-09-46-315	120	7169	348	348	0	0						
23/05/2022	Idared	Z	054-09-46-315	135	7304	459	459	0	0						
07/06/2022	Reneta	J	054-09-46-315	466	7770	1631	1631	0	0						
01/07/2022	Melba	L	054-09-46-315	412	8182	1112,4	1112,4	0	0						
04/07/2022	Reneta	J	054-09-46-315	124	8306	434	434	0	0						
04/07/2022	Melba	L	054-09-46-315	407	8713	1098,9	1098,9	0	0						
11/07/2022	Melba	L	054-09-46-315	155	8868	418,5	418,5	0	0						
15/07/2022	Papierowka	L	054-09-46-315	414	9282	1324,8	1324,8	0	0						
23/07/2022	Papierowka	L	054-09-46-315	126	9408	403,2	403,2	0	0						
30/07/2022	Papierowka	L	054-09-46-315	125	9533	400	400	0	0						
02/08/2022	Papierowka	L	054-09-46-315	333	9866	1065,6	1065,6	0	0						
04/08/2022	Papierowka	L	054-09-46-315	143	10009	457,6	457,6	0	0						
06/08/2022	Papierowka	L	054-09-46-315	49	10058	156,8	156,8	0	0						
10/08/2022	Melba	L	054-09-46-315	419	10477	1131,3	1131,3	0	0						
13/08/2022	Papierowka	L	054-09-46-315	51	10528	163,2	163,2	0	0						
03/09/2022	Antonowka	J	054-09-46-315	261	10789	835,2	835,2	0	0						
20/09/2022	Kosztela	J	054-09-46-315	82	10871	205	205	0	0						
17/10/2022	Antonowka	J	054-09-46-315	208	11079	665,6	665,6	0	0						
17/10/2022	Delikates	J	054-09-46-315	361	11440	1155,2	1155,2	0	0						
21/10/2022	Kosztela	J	054-09-46-315	421	11861	1052,5	1052,5	0	0						
27/10/2022	Reneta	J	054-09-46-315	395	12256	1382,5	1382,5	0	0						
29/10/2022	Kosztela	J	054-09-46-315	242	12498	605	605	0	0						
01/11/2022	Reneta	J	054-09-46-315	444	12942	1554	1554	0	0						
12/11/2022	Delikates	J	054-09-46-315	172	13114	550,4	550,4	0	0						
15/11/2022	Antonowka	J	054-09-46-315	264	13378	844,8	844,8	0	0						
17/11/2022	Reneta	J	054-09-46-315	172	13550	602	602	0	0						
22/11/2022	Delikates	J	054-09-46-315	110	13660	352	352	0	0						
23/11/2022	Delikates	J	054-09-46-315	495	14155	1584	1584	0	0						
29/11/2022	Antonowka	J	054-09-46-315	17	14172	54,4	54,4	0	0						
02/12/2022	Idared	Z	054-09-46-315	458	14630	1557,2	1557,2	0	0						
06/12/2022	Szampion	Z	054-09-46-315	142	14772	340,8	340,8	0	0						
08/12/2022	Gloster	Z	054-09-46-315	382	15154	1298,8	1279,7	19,1	1						
20/12/2022	Cortland	Z	054-09-46-315	337	15491	1078,4	1061,55	16,85	1						
23/12/2022	Gala	Z	054-09-46-315	549	16040	1866,6	1839,15	27,45	1						
31/12/2022	Gloster	Z	054-09-46-315	281	16321	955,4	941,35	14,05	1						
11/01/2022	Idared	Z	058-15-94-554	254	254	863,6	863,6	0	0						
21/01/2022	Szampion	Z	058-15-94-554	482	736	1156,8	1156,8	0	0						
24/01/2022	Ligol	Z	058-15-94-554	23	759	78,2	78,2	0	0						
29/01/2022	Gloster	Z	058-15-94-554	129	888	438,6	438,6	0	0						
14/02/2022	Ligol	Z	058-15-94-554	489	1377	1662,6	1662,6	0	0						
15/02/2022	Jonagored	Z	058-15-94-554	603	1980	2110,5	2110,5	0	0						
15/02/2022	Cortland	Z	058-15-94-554	281	2261	899,2	899,2	0	0						
23/02/2022	Szampion	Z	058-15-94-554	305	2566	732	732	0	0						
04/03/2022	Gloster	Z	058-15-94-554	274	2840	931,6	931,6	0	0						
14/03/2022	Jonagold	Z	058-15-94-554	454	3294	1543,6	1543,6	0	0						
18/03/2022	Cortland	Z	058-15-94-554	222	3516	710,4	710,4	0	0						
29/03/2022	Jonagored	Z	058-15-94-554	695	4211	2432,5	2432,5	0	0						
30/04/2022	Alwa	Z	058-15-94-554	433	4644	1255,7	1255,7	0	0						
02/05/2022	Gala	Z	058-15-94-554	350	4994	1190	1190	0	0						
07/05/2022	Gloster	Z	058-15-94-554	12	5006	40,8	40,8	0	0						
09/05/2022	Szampion	Z	058-15-94-554	525	5531	1260	1260	0	0						
13/05/2022	Idared	Z	058-15-94-554	391	5922	1329,4	1329,4	0	0						
20/05/2022	Gala	Z	058-15-94-554	670	6592	2278	2278	0	0						
27/05/2022	Jonagored	Z	058-15-94-554	396	6988	1386	1386	0	0						
06/06/2022	Melba	L	058-15-94-554	102	7090	275,4	275,4	0	0						
10/06/2022	Melba	L	058-15-94-554	55	7145	148,5	148,5	0	0						
25/06/2022	Papierowka	L	058-15-94-554	320	7465	1024	1024	0	0						
29/06/2022	Reneta	J	058-15-94-554	25	7490	87,5	87,5	0	0						
01/07/2022	Reneta	J	058-15-94-554	16	7506	56	56	0	0						
19/07/2022	Melba	L	058-15-94-554	52	7558	140,4	140,4	0	0						
30/07/2022	Melba	L	058-15-94-554	267	7825	720,9	720,9	0	0						
02/08/2022	Reneta	J	058-15-94-554	115	7940	402,5	402,5	0	0						
03/08/2022	Melba	L	058-15-94-554	113	8053	305,1	305,1	0	0						
06/08/2022	Melba	L	058-15-94-554	137	8190	369,9	369,9	0	0						
08/08/2022	Reneta	J	058-15-94-554	290	8480	1015	1015	0	0						
15/08/2022	Reneta	J	058-15-94-554	312	8792	1092	1092	0	0						
15/08/2022	Papierowka	L	058-15-94-554	241	9033	771,2	771,2	0	0						
29/08/2022	Melba	L	058-15-94-554	143	9176	386,1	386,1	0	0						
30/08/2022	Papierowka	L	058-15-94-554	379	9555	1212,8	1212,8	0	0						
21/09/2022	Reneta	J	058-15-94-554	281	9836	983,5	983,5	0	0						
22/09/2022	Kosztela	J	058-15-94-554	290	10126	725	725	0	0						
30/09/2022	Reneta	J	058-15-94-554	128	10254	448	448	0	0						
04/10/2022	Antonowka	J	058-15-94-554	84	10338	268,8	268,8	0	0						
08/10/2022	Delikates	J	058-15-94-554	24	10362	76,8	76,8	0	0						
14/10/2022	Lobo	J	058-15-94-554	254	10616	635	635	0	0						
18/10/2022	Kosztela	J	058-15-94-554	342	10958	855	855	0	0						
28/10/2022	Lobo	J	058-15-94-554	329	11287	822,5	822,5	0	0						
31/10/2022	Kosztela	J	058-15-94-554	127	11414	317,5	317,5	0	0						
02/11/2022	Delikates	J	058-15-94-554	298	11712	953,6	953,6	0	0						
16/11/2022	Kosztela	J	058-15-94-554	109	11821	272,5	272,5	0	0						
22/11/2022	Antonowka	J	058-15-94-554	108	11929	345,6	345,6	0	0						
23/11/2022	Reneta	J	058-15-94-554	411	12340	1438,5	1438,5	0	0						
01/12/2022	Szampion	Z	058-15-94-554	160	12500	384	384	0	0						
12/12/2022	Gloster	Z	058-15-94-554	238	12738	809,2	809,2	0	0						
12/12/2022	Jonagold	Z	058-15-94-554	317	13055	1077,8	1077,8	0	0						
24/12/2022	Cortland	Z	058-15-94-554	368	13423	1177,6	1177,6	0	0						
28/12/2022	Ligol	Z	058-15-94-554	313	13736	1064,2	1064,2	0	0						
31/12/2022	Jonagold	Z	058-15-94-554	241	13977	819,4	819,4	0	0						
07/01/2022	Gala	Z	062-58-80-597	715	715	2431	2431	0	0						
28/01/2022	Alwa	Z	062-58-80-597	12	727	34,8	34,8	0	0						
11/02/2022	Jonagold	Z	062-58-80-597	609	1336	2070,6	2070,6	0	0						
16/02/2022	Cortland	Z	062-58-80-597	221	1557	707,2	707,2	0	0						
17/02/2022	Gala	Z	062-58-80-597	522	2079	1774,8	1774,8	0	0						
21/02/2022	Szampion	Z	062-58-80-597	408	2487	979,2	979,2	0	0						
25/02/2022	Gala	Z	062-58-80-597	603	3090	2050,2	2050,2	0	0						
28/02/2022	Szampion	Z	062-58-80-597	480	3570	1152	1152	0	0						
10/03/2022	Jonagold	Z	062-58-80-597	420	3990	1428	1428	0	0						
23/03/2022	Idared	Z	062-58-80-597	17	4007	57,8	57,8	0	0						
26/03/2022	Cortland	Z	062-58-80-597	188	4195	601,6	601,6	0	0						
26/03/2022	Alwa	Z	062-58-80-597	474	4669	1374,6	1374,6	0	0						
01/04/2022	Gala	Z	062-58-80-597	776	5445	2638,4	2638,4	0	0						
04/04/2022	Cortland	Z	062-58-80-597	333	5778	1065,6	1065,6	0	0						
04/04/2022	Gloster	Z	062-58-80-597	488	6266	1659,2	1659,2	0	0						
16/04/2022	Gala	Z	062-58-80-597	317	6583	1077,8	1077,8	0	0						
25/04/2022	Jonagold	Z	062-58-80-597	448	7031	1523,2	1523,2	0	0						
29/04/2022	Ligol	Z	062-58-80-597	359	7390	1220,6	1220,6	0	0						
02/05/2022	Ligol	Z	062-58-80-597	395	7785	1343	1343	0	0						
30/05/2022	Gala	Z	062-58-80-597	359	8144	1220,6	1220,6	0	0						
02/06/2022	Melba	L	062-58-80-597	499	8643	1347,3	1347,3	0	0						
06/06/2022	Reneta	J	062-58-80-597	30	8673	105	105	0	0						
13/06/2022	Papierowka	L	062-58-80-597	230	8903	736	736	0	0						
16/06/2022	Reneta	J	062-58-80-597	498	9401	1743	1743	0	0						
25/06/2022	Papierowka	L	062-58-80-597	182	9583	582,4	582,4	0	0						
04/07/2022	Reneta	J	062-58-80-597	307	9890	1074,5	1074,5	0	0						
08/07/2022	Reneta	J	062-58-80-597	317	10207	1109,5	1109,5	0	0						
15/07/2022	Papierowka	L	062-58-80-597	421	10628	1347,2	1347,2	0	0						
09/08/2022	Melba	L	062-58-80-597	51	10679	137,7	137,7	0	0						
11/08/2022	Papierowka	L	062-58-80-597	309	10988	988,8	988,8	0	0						
29/08/2022	Melba	L	062-58-80-597	293	11281	791,1	791,1	0	0						
08/09/2022	Reneta	J	062-58-80-597	334	11615	1169	1169	0	0						
16/09/2022	Delikates	J	062-58-80-597	355	11970	1136	1136	0	0						
17/09/2022	Lobo	J	062-58-80-597	138	12108	345	345	0	0						
01/10/2022	Delikates	J	062-58-80-597	471	12579	1507,2	1507,2	0	0						
04/10/2022	Reneta	J	062-58-80-597	312	12891	1092	1092	0	0						
17/10/2022	Reneta	J	062-58-80-597	350	13241	1225	1225	0	0						
25/10/2022	Reneta	J	062-58-80-597	69	13310	241,5	241,5	0	0						
01/11/2022	Reneta	J	062-58-80-597	244	13554	854	854	0	0						
04/11/2022	Kosztela	J	062-58-80-597	224	13778	560	560	0	0						
07/11/2022	Delikates	J	062-58-80-597	369	14147	1180,8	1180,8	0	0						
10/11/2022	Lobo	J	062-58-80-597	407	14554	1017,5	1017,5	0	0						
14/11/2022	Reneta	J	062-58-80-597	224	14778	784	784	0	0						
17/11/2022	Lobo	J	062-58-80-597	46	14824	115	115	0	0						
24/11/2022	Reneta	J	062-58-80-597	363	15187	1270,5	1252,35	18,15	1						
28/11/2022	Delikates	J	062-58-80-597	100	15287	320	315	5	1						
12/12/2022	Jonagored	Z	062-58-80-597	654	15941	2289	2256,3	32,7	1						
23/12/2022	Jonagold	Z	062-58-80-597	412	16353	1400,8	1380,2	20,6	1						
07/01/2022	Jonagold	Z	072-92-42-932	390	390	1326	1326	0	0						
07/01/2022	Gloster	Z	072-92-42-932	115	505	391	391	0	0						
17/01/2022	Jonagored	Z	072-92-42-932	532	1037	1862	1862	0	0						
27/01/2022	Idared	Z	072-92-42-932	257	1294	873,8	873,8	0	0						
01/02/2022	Gloster	Z	072-92-42-932	289	1583	982,6	982,6	0	0						
05/02/2022	Cortland	Z	072-92-42-932	100	1683	320	320	0	0						
08/02/2022	Gala	Z	072-92-42-932	356	2039	1210,4	1210,4	0	0						
09/02/2022	Szampion	Z	072-92-42-932	396	2435	950,4	950,4	0	0						
09/02/2022	Jonagored	Z	072-92-42-932	581	3016	2033,5	2033,5	0	0						
19/02/2022	Gloster	Z	072-92-42-932	456	3472	1550,4	1550,4	0	0						
23/02/2022	Alwa	Z	072-92-42-932	395	3867	1145,5	1145,5	0	0						
08/03/2022	Gala	Z	072-92-42-932	529	4396	1798,6	1798,6	0	0						
28/03/2022	Szampion	Z	072-92-42-932	580	4976	1392	1392	0	0						
02/04/2022	Jonagored	Z	072-92-42-932	372	5348	1302	1302	0	0						
16/04/2022	Idared	Z	072-92-42-932	119	5467	404,6	404,6	0	0						
18/04/2022	Jonagold	Z	072-92-42-932	674	6141	2291,6	2291,6	0	0						
29/04/2022	Gala	Z	072-92-42-932	564	6705	1917,6	1917,6	0	0						
29/04/2022	Gala	Z	072-92-42-932	557	7262	1893,8	1893,8	0	0						
30/04/2022	Alwa	Z	072-92-42-932	368	7630	1067,2	1067,2	0	0						
16/05/2022	Szampion	Z	072-92-42-932	206	7836	494,4	494,4	0	0						
23/05/2022	Jonagored	Z	072-92-42-932	675	8511	2362,5	2362,5	0	0						
28/05/2022	Szampion	Z	072-92-42-932	477	8988	1144,8	1144,8	0	0						
30/05/2022	Idared	Z	072-92-42-932	461	9449	1567,4	1567,4	0	0						
03/06/2022	Reneta	J	072-92-42-932	181	9630	633,5	633,5	0	0						
06/06/2022	Papierowka	L	072-92-42-932	339	9969	1084,8	1084,8	0	0						
08/06/2022	Papierowka	L	072-92-42-932	256	10225	819,2	819,2	0	0						
18/06/2022	Melba	L	072-92-42-932	492	10717	1328,4	1328,4	0	0						
21/06/2022	Reneta	J	072-92-42-932	287	11004	1004,5	1004,5	0	0						
24/06/2022	Reneta	J	072-92-42-932	166	11170	581	581	0	0						
24/06/2022	Papierowka	L	072-92-42-932	52	11222	166,4	166,4	0	0						
01/07/2022	Papierowka	L	072-92-42-932	438	11660	1401,6	1401,6	0	0						
06/07/2022	Melba	L	072-92-42-932	240	11900	648	648	0	0						
08/07/2022	Reneta	J	072-92-42-932	233	12133	815,5	815,5	0	0						
18/07/2022	Reneta	J	072-92-42-932	37	12170	129,5	129,5	0	0						
25/07/2022	Reneta	J	072-92-42-932	214	12384	749	749	0	0						
25/07/2022	Papierowka	L	072-92-42-932	68	12452	217,6	217,6	0	0						
28/07/2022	Reneta	J	072-92-42-932	184	12636	644	644	0	0						
01/08/2022	Papierowka	L	072-92-42-932	109	12745	348,8	348,8	0	0						
17/08/2022	Melba	L	072-92-42-932	219	12964	591,3	591,3	0	0						
15/09/2022	Lobo	J	072-92-42-932	334	13298	835	835	0	0						
15/09/2022	Delikates	J	072-92-42-932	138	13436	441,6	441,6	0	0						
10/10/2022	Delikates	J	072-92-42-932	306	13742	979,2	979,2	0	0						
13/10/2022	Kosztela	J	072-92-42-932	478	14220	1195	1195	0	0						
18/10/2022	Kosztela	J	072-92-42-932	72	14292	180	180	0	0						
02/11/2022	Antonowka	J	072-92-42-932	282	14574	902,4	902,4	0	0						
14/11/2022	Reneta	J	072-92-42-932	172	14746	602	602	0	0						
15/11/2022	Lobo	J	072-92-42-932	465	15211	1162,5	1139,25	23,25	1						
16/11/2022	Reneta	J	072-92-42-932	356	15567	1246	1228,2	17,8	1						
30/11/2022	Lobo	J	072-92-42-932	301	15868	752,5	737,45	15,05	1						
06/12/2022	Jonagored	Z	072-92-42-932	443	16311	1550,5	1528,35	22,15	1						
07/12/2022	Cortland	Z	072-92-42-932	343	16654	1097,6	1080,45	17,15	1						
12/12/2022	Jonagored	Z	072-92-42-932	670	17324	2345	2311,5	33,5	1						
15/12/2022	Cortland	Z	072-92-42-932	106	17430	339,2	333,9	5,3	1						
26/12/2022	Jonagored	Z	072-92-42-932	321	17751	1123,5	1107,45	16,05	1						
06/01/2022	Idared	Z	080-51-85-809	254	254	863,6	863,6	0	0						
17/01/2022	Szampion	Z	080-51-85-809	374	628	897,6	897,6	0	0						
20/01/2022	Szampion	Z	080-51-85-809	402	1030	964,8	964,8	0	0						
24/01/2022	Idared	Z	080-51-85-809	136	1166	462,4	462,4	0	0						
31/01/2022	Gala	Z	080-51-85-809	493	1659	1676,2	1676,2	0	0						
01/02/2022	Gloster	Z	080-51-85-809	144	1803	489,6	489,6	0	0						
02/02/2022	Ligol	Z	080-51-85-809	100	1903	340	340	0	0						
14/02/2022	Jonagored	Z	080-51-85-809	579	2482	2026,5	2026,5	0	0						
16/02/2022	Jonagold	Z	080-51-85-809	510	2992	1734	1734	0	0						
21/02/2022	Alwa	Z	080-51-85-809	332	3324	962,8	962,8	0	0						
08/03/2022	Gala	Z	080-51-85-809	658	3982	2237,2	2237,2	0	0						
22/03/2022	Ligol	Z	080-51-85-809	13	3995	44,2	44,2	0	0						
23/03/2022	Alwa	Z	080-51-85-809	282	4277	817,8	817,8	0	0						
29/03/2022	Szampion	Z	080-51-85-809	483	4760	1159,2	1159,2	0	0						
07/04/2022	Gala	Z	080-51-85-809	710	5470	2414	2414	0	0						
09/04/2022	Ligol	Z	080-51-85-809	457	5927	1553,8	1553,8	0	0						
09/04/2022	Gala	Z	080-51-85-809	454	6381	1543,6	1543,6	0	0						
11/04/2022	Cortland	Z	080-51-85-809	94	6475	300,8	300,8	0	0						
21/04/2022	Cortland	Z	080-51-85-809	27	6502	86,4	86,4	0	0						
27/04/2022	Jonagold	Z	080-51-85-809	255	6757	867	867	0	0						
04/05/2022	Gloster	Z	080-51-85-809	143	6900	486,2	486,2	0	0						
09/05/2022	Ligol	Z	080-51-85-809	171	7071	581,4	581,4	0	0						
20/05/2022	Gala	Z	080-51-85-809	490	7561	1666	1666	0	0						
23/05/2022	Szampion	Z	080-51-85-809	350	7911	840	840	0	0						
04/06/2022	Papierowka	L	080-51-85-809	377	8288	1206,4	1206,4	0	0						
14/06/2022	Melba	L	080-51-85-809	86	8374	232,2	232,2	0	0						
01/07/2022	Melba	L	080-51-85-809	298	8672	804,6	804,6	0	0						
07/07/2022	Melba	L	080-51-85-809	329	9001	888,3	888,3	0	0						
12/07/2022	Papierowka	L	080-51-85-809	342	9343	1094,4	1094,4	0	0						
12/07/2022	Reneta	J	080-51-85-809	497	9840	1739,5	1739,5	0	0						
27/07/2022	Melba	L	080-51-85-809	408	10248	1101,6	1101,6	0	0						
22/08/2022	Melba	L	080-51-85-809	490	10738	1323	1323	0	0						
07/09/2022	Kosztela	J	080-51-85-809	291	11029	727,5	727,5	0	0						
16/09/2022	Delikates	J	080-51-85-809	348	11377	1113,6	1113,6	0	0						
22/09/2022	Reneta	J	080-51-85-809	446	11823	1561	1561	0	0						
05/10/2022	Delikates	J	080-51-85-809	354	12177	1132,8	1132,8	0	0						
29/10/2022	Delikates	J	080-51-85-809	10	12187	32	32	0	0						
31/10/2022	Kosztela	J	080-51-85-809	246	12433	615	615	0	0						
01/12/2022	Cortland	Z	080-51-85-809	480	12913	1536	1536	0	0						
26/12/2022	Jonagold	Z	080-51-85-809	553	13466	1880,2	1880,2	0	0						
27/12/2022	Ligol	Z	080-51-85-809	444	13910	1509,6	1509,6	0	0						
27/12/2022	Ligol	Z	080-51-85-809	70	13980	238	238	0	0						
28/12/2022	Gala	Z	080-51-85-809	447	14427	1519,8	1519,8	0	0						
03/01/2022	Jonagold	Z	080-77-49-649	283	283	962,2	962,2	0	0						
04/01/2022	Gloster	Z	080-77-49-649	34	317	115,6	115,6	0	0						
07/01/2022	Gloster	Z	080-77-49-649	378	695	1285,2	1285,2	0	0						
14/01/2022	Alwa	Z	080-77-49-649	256	951	742,4	742,4	0	0						
02/02/2022	Gloster	Z	080-77-49-649	483	1434	1642,2	1642,2	0	0						
05/02/2022	Gloster	Z	080-77-49-649	84	1518	285,6	285,6	0	0						
15/02/2022	Szampion	Z	080-77-49-649	574	2092	1377,6	1377,6	0	0						
16/02/2022	Gala	Z	080-77-49-649	463	2555	1574,2	1574,2	0	0						
05/03/2022	Ligol	Z	080-77-49-649	269	2824	914,6	914,6	0	0						
11/03/2022	Gloster	Z	080-77-49-649	81	2905	275,4	275,4	0	0						
05/04/2022	Gala	Z	080-77-49-649	342	3247	1162,8	1162,8	0	0						
07/04/2022	Alwa	Z	080-77-49-649	238	3485	690,2	690,2	0	0						
08/04/2022	Alwa	Z	080-77-49-649	107	3592	310,3	310,3	0	0						
09/04/2022	Cortland	Z	080-77-49-649	344	3936	1100,8	1100,8	0	0						
09/04/2022	Cortland	Z	080-77-49-649	294	4230	940,8	940,8	0	0						
25/04/2022	Gala	Z	080-77-49-649	623	4853	2118,2	2118,2	0	0						
02/05/2022	Jonagored	Z	080-77-49-649	535	5388	1872,5	1872,5	0	0						
03/05/2022	Gala	Z	080-77-49-649	457	5845	1553,8	1553,8	0	0						
04/05/2022	Gala	Z	080-77-49-649	745	6590	2533	2533	0	0						
14/05/2022	Jonagold	Z	080-77-49-649	550	7140	1870	1870	0	0						
28/05/2022	Jonagored	Z	080-77-49-649	319	7459	1116,5	1116,5	0	0						
06/06/2022	Melba	L	080-77-49-649	50	7509	135	135	0	0						
24/06/2022	Papierowka	L	080-77-49-649	53	7562	169,6	169,6	0	0						
28/06/2022	Melba	L	080-77-49-649	29	7591	78,3	78,3	0	0						
18/07/2022	Papierowka	L	080-77-49-649	120	7711	384	384	0	0						
21/07/2022	Reneta	J	080-77-49-649	73	7784	255,5	255,5	0	0						
29/07/2022	Melba	L	080-77-49-649	82	7866	221,4	221,4	0	0						
30/07/2022	Melba	L	080-77-49-649	346	8212	934,2	934,2	0	0						
01/08/2022	Papierowka	L	080-77-49-649	108	8320	345,6	345,6	0	0						
08/08/2022	Reneta	J	080-77-49-649	327	8647	1144,5	1144,5	0	0						
26/08/2022	Reneta	J	080-77-49-649	392	9039	1372	1372	0	0						
29/08/2022	Reneta	J	080-77-49-649	302	9341	1057	1057	0	0						
29/08/2022	Papierowka	L	080-77-49-649	328	9669	1049,6	1049,6	0	0						
30/08/2022	Reneta	J	080-77-49-649	421	10090	1473,5	1473,5	0	0						
02/09/2022	Reneta	J	080-77-49-649	275	10365	962,5	962,5	0	0						
06/09/2022	Antonowka	J	080-77-49-649	29	10394	92,8	92,8	0	0						
26/10/2022	Reneta	J	080-77-49-649	369	10763	1291,5	1291,5	0	0						
05/11/2022	Delikates	J	080-77-49-649	473	11236	1513,6	1513,6	0	0						
12/11/2022	Antonowka	J	080-77-49-649	52	11288	166,4	166,4	0	0						
19/11/2022	Reneta	J	080-77-49-649	263	11551	920,5	920,5	0	0						
30/11/2022	Reneta	J	080-77-49-649	58	11609	203	203	0	0						
03/12/2022	Jonagold	Z	080-77-49-649	582	12191	1978,8	1978,8	0	0						
06/12/2022	Szampion	Z	080-77-49-649	457	12648	1096,8	1096,8	0	0						
19/12/2022	Ligol	Z	080-77-49-649	340	12988	1156	1156	0	0						
20/12/2022	Gloster	Z	080-77-49-649	369	13357	1254,6	1254,6	0	0						
04/01/2022	Szampion	Z	089-90-67-935	534	534	1281,6	1281,6	0	0						
05/01/2022	Jonagold	Z	089-90-67-935	378	912	1285,2	1285,2	0	0						
18/01/2022	Szampion	Z	089-90-67-935	212	1124	508,8	508,8	0	0						
27/01/2022	Alwa	Z	089-90-67-935	389	1513	1128,1	1128,1	0	0						
04/02/2022	Gala	Z	089-90-67-935	737	2250	2505,8	2505,8	0	0						
10/02/2022	Jonagored	Z	089-90-67-935	538	2788	1883	1883	0	0						
02/03/2022	Jonagored	Z	089-90-67-935	345	3133	1207,5	1207,5	0	0						
10/03/2022	Cortland	Z	089-90-67-935	277	3410	886,4	886,4	0	0						
10/03/2022	Alwa	Z	089-90-67-935	133	3543	385,7	385,7	0	0						
21/03/2022	Jonagored	Z	089-90-67-935	487	4030	1704,5	1704,5	0	0						
24/03/2022	Alwa	Z	089-90-67-935	75	4105	217,5	217,5	0	0						
31/03/2022	Jonagold	Z	089-90-67-935	634	4739	2155,6	2155,6	0	0						
06/04/2022	Alwa	Z	089-90-67-935	451	5190	1307,9	1307,9	0	0						
07/04/2022	Jonagold	Z	089-90-67-935	229	5419	778,6	778,6	0	0						
14/04/2022	Szampion	Z	089-90-67-935	506	5925	1214,4	1214,4	0	0						
19/04/2022	Alwa	Z	089-90-67-935	264	6189	765,6	765,6	0	0						
05/05/2022	Ligol	Z	089-90-67-935	87	6276	295,8	295,8	0	0						
16/05/2022	Idared	Z	089-90-67-935	58	6334	197,2	197,2	0	0						
16/05/2022	Idared	Z	089-90-67-935	428	6762	1455,2	1455,2	0	0						
01/06/2022	Papierowka	L	089-90-67-935	234	6996	748,8	748,8	0	0						
11/06/2022	Reneta	J	089-90-67-935	39	7035	136,5	136,5	0	0						
13/06/2022	Reneta	J	089-90-67-935	89	7124	311,5	311,5	0	0						
23/06/2022	Papierowka	L	089-90-67-935	115	7239	368	368	0	0						
28/06/2022	Reneta	J	089-90-67-935	377	7616	1319,5	1319,5	0	0						
29/06/2022	Papierowka	L	089-90-67-935	148	7764	473,6	473,6	0	0						
11/07/2022	Papierowka	L	089-90-67-935	62	7826	198,4	198,4	0	0						
14/07/2022	Melba	L	089-90-67-935	275	8101	742,5	742,5	0	0						
19/07/2022	Papierowka	L	089-90-67-935	389	8490	1244,8	1244,8	0	0						
28/07/2022	Reneta	J	089-90-67-935	185	8675	647,5	647,5	0	0						
29/07/2022	Reneta	J	089-90-67-935	438	9113	1533	1533	0	0						
08/08/2022	Papierowka	L	089-90-67-935	388	9501	1241,6	1241,6	0	0						
09/08/2022	Melba	L	089-90-67-935	48	9549	129,6	129,6	0	0						
23/08/2022	Melba	L	089-90-67-935	472	10021	1274,4	1274,4	0	0						
10/09/2022	Antonowka	J	089-90-67-935	129	10150	412,8	412,8	0	0						
21/09/2022	Delikates	J	089-90-67-935	164	10314	524,8	524,8	0	0						
03/10/2022	Antonowka	J	089-90-67-935	217	10531	694,4	694,4	0	0						
07/10/2022	Antonowka	J	089-90-67-935	252	10783	806,4	806,4	0	0						
11/10/2022	Lobo	J	089-90-67-935	438	11221	1095	1095	0	0						
13/10/2022	Kosztela	J	089-90-67-935	379	11600	947,5	947,5	0	0						
15/10/2022	Reneta	J	089-90-67-935	168	11768	588	588	0	0						
24/10/2022	Reneta	J	089-90-67-935	133	11901	465,5	465,5	0	0						
25/10/2022	Kosztela	J	089-90-67-935	455	12356	1137,5	1137,5	0	0						
27/10/2022	Delikates	J	089-90-67-935	365	12721	1168	1168	0	0						
31/10/2022	Reneta	J	089-90-67-935	284	13005	994	994	0	0						
05/11/2022	Delikates	J	089-90-67-935	178	13183	569,6	569,6	0	0						
21/11/2022	Reneta	J	089-90-67-935	14	13197	49	49	0	0						
21/11/2022	Reneta	J	089-90-67-935	283	13480	990,5	990,5	0	0						
22/11/2022	Kosztela	J	089-90-67-935	10	13490	25	25	0	0						
05/12/2022	Jonagored	Z	089-90-67-935	469	13959	1641,5	1641,5	0	0						
09/12/2022	Alwa	Z	089-90-67-935	263	14222	762,7	762,7	0	0						
13/12/2022	Alwa	Z	089-90-67-935	26	14248	75,4	75,4	0	0						
17/12/2022	Idared	Z	089-90-67-935	438	14686	1489,2	1489,2	0	0						
30/12/2022	Idared	Z	089-90-67-935	307	14993	1043,8	1043,8	0	0						
17/01/2022	Ligol	Z	091-99-74-175	298	298	1013,2	1013,2	0	0						
17/01/2022	Szampion	Z	091-99-74-175	221	519	530,4	530,4	0	0						
19/01/2022	Ligol	Z	091-99-74-175	385	904	1309	1309	0	0						
24/01/2022	Gloster	Z	091-99-74-175	186	1090	632,4	632,4	0	0						
29/01/2022	Gala	Z	091-99-74-175	783	1873	2662,2	2662,2	0	0						
09/02/2022	Cortland	Z	091-99-74-175	42	1915	134,4	134,4	0	0						
12/02/2022	Idared	Z	091-99-74-175	421	2336	1431,4	1431,4	0	0						
21/02/2022	Alwa	Z	091-99-74-175	85	2421	246,5	246,5	0	0						
21/02/2022	Gala	Z	091-99-74-175	454	2875	1543,6	1543,6	0	0						
